1,12.406
2,11.585999999999999
3,11.612000000000002
4,11.724
5,11.554
6,11.656
7,11.648
8,11.678
9,11.639999999999999
10,11.664
11,11.628
12,11.628000000000002
13,11.652000000000001
14,11.687999999999999
15,11.614
16,11.66
17,11.751999999999999
18,11.657999999999998
19,11.762
20,11.69
21,11.708000000000002
22,11.680000000000001
23,11.693999999999999
24,11.69
25,11.702
26,11.693999999999999
27,11.725999999999999
28,11.638
29,11.707999999999998
30,11.706
31,11.7
32,11.658
33,11.692
34,11.700000000000001
35,11.708
36,11.713999999999999
37,11.698
38,11.762
39,11.751999999999999
40,11.716
41,11.707999999999998
42,11.732
43,11.672
44,11.682000000000002
45,11.74
46,11.786000000000001
47,11.682
48,11.674000000000001
