1,12.85
2,12.065
3,11.885
4,12.375
5,12.024999999999999
6,12.525
7,12.524999999999999
8,12.975
9,12.855
10,12.870000000000001
11,12.785
12,12.93
13,12.88
14,12.84
15,12.83
16,12.855
17,12.875
18,12.95
19,12.86
20,13.195
21,13.004999999999999
22,12.8
23,12.815000000000001
24,13.155000000000001
25,12.835
26,12.899999999999999
27,12.8
28,13.010000000000002
29,12.879999999999999
30,12.905000000000001
31,12.835
32,12.899999999999999
33,12.934999999999999
34,12.935
35,12.885000000000002
36,12.76
37,12.905000000000001
38,12.934999999999999
39,13.0
40,12.754999999999999
41,12.88
42,12.844999999999999
43,12.83
44,12.835
45,12.855
46,12.82
47,12.844999999999999
48,12.83
49,12.895
50,12.93
51,12.825
52,12.825
53,12.945
54,12.9
55,12.925
56,12.82
57,12.905000000000001
58,12.785
59,12.875
60,12.83
61,12.895
62,12.870000000000001
63,12.870000000000001
64,12.855
65,12.844999999999999
66,12.825
67,12.765
68,12.870000000000001
69,13.065
70,13.015
71,12.92
72,12.8
